Player,Team,X(RAB),x(Bowl),x(SR),x(4),x(6),x(OP),x(VNU),x(W/L),T(50),T(100),T.RAB,TBF,Avg.Run,Avg.SR,RF(50s),RF(100s),L,W,D,x(Over),x(Run),X(Wic),x(Mdn),x(ECN),T(4s),T(6s),T.over,T.Run.Given,T.Wic,T.Mdn,T.ECN,T.Win,T.Loss,Avg.RAB,Avg.BF,Avg.SR,Avg.over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN,Avg.Win,Avg.loss,Win(in percent),Loss(in percent)
Mohammad Hafeez,Kolkata Knight Riders,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,3,0,0,28,1,0,0,0,0,10.0,71,2,0,7.1,3,5,0.0,0.0,0.0,2.5,17.75,0.5,0.0,7.1,0.375,0.625,37.5,62.5
R Dravid,Royal Challengers Bangalore,1,4,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,1,4,0.013333333333333334,25.0,0.0,0.0,45,37,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,37,45,0.012195121951219513,0.04878048780487805,25.0,0.0,0.0,0.0,0.0,0.0,0.45121951219512196,0.5487804878048781,45.1219512195122,54.87804878048781
AB Dinda,Kolkata Knight Riders,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,49,27,0,0,37,0,0,0,0,0,251.0,2103,69,2,8.378486055776893,27,49,0.0,0.0,0.0,3.3466666666666667,28.04,0.92,0.02666666666666667,8.378486055776893,0.35526315789473684,0.6447368421052632,35.526315789473685,64.47368421052632
W Jaffer,Royal Challengers Bangalore,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,37.5,62.5
I Sharma,Kolkata Knight Riders,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,61,47,2,0,34,3,0,0,0,0,383.0,3255,92,7,8.498694516971279,47,61,0.0,0.0,0.0,3.481818181818182,29.59090909090909,0.8363636363636363,0.06363636363636363,8.498694516971279,0.42727272727272725,0.5545454545454546,42.72727272727273,55.45454545454545
V Kohli,Royal Challengers Bangalore,19,18,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,19,18,0.09268292682926829,105.55555555555556,0.0,0.0,126,115,4,0,13,0,0,0,1,1,40.0,371,4,0,9.275,115,126,0.0778688524590164,0.07377049180327869,105.55555555555556,1.5384615384615385,14.26923076923077,0.15384615384615385,0.0,9.275,0.46938775510204084,0.5142857142857142,46.93877551020408,51.42857142857142
AB Agarkar,Kolkata Knight Riders,2,3,0.0,0,0,Deccan Chargers,Unknown,L,0,0,2,3,0.25,66.66666666666666,0.0,0.0,25,16,1,0,4,0,0,0,0,0,130.0,1174,28,1,9.03076923076923,16,25,0.1111111111111111,0.16666666666666666,66.66666666666666,3.0952380952380953,27.952380952380953,0.6666666666666666,0.023809523809523808,9.03076923076923,0.38095238095238093,0.5952380952380952,38.095238095238095,59.523809523809526
MV Boucher,Royal Challengers Bangalore,7,2,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,7,2,0.5,350.0,0.0,0.0,14,9,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,9,14,0.30434782608695654,0.08695652173913043,350.0,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.6086956521739131,39.130434782608695,60.86956521739131
B Akhil,Royal Challengers Bangalore,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,6,9,0,0,22,0,0,0,0,0,31.0,246,6,0,7.935483870967742,9,6,0.0,0.0,0.0,2.3846153846153846,18.923076923076923,0.46153846153846156,0.0,7.935483870967742,0.6,0.4,60.0,40.0
LR Shukla,Kolkata Knight Riders,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,23,19,1,0,7,0,0,0,0,0,51.0,458,14,0,8.980392156862745,19,23,0.0,0.0,0.0,1.8888888888888888,16.962962962962962,0.5185185185185185,0.0,8.980392156862745,0.4418604651162791,0.5348837209302325,44.18604651162791,53.48837209302325
PA Patel,Chennai Super Kings,7,8,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,7,8,0.05785123966942149,87.5,0.0,0.0,66,67,3,0,0,0,0,0,1,0,0.0,0,0,0,0.0,67,66,0.051470588235294115,0.058823529411764705,87.5,0.0,0.0,0.0,0.0,0.0,0.49264705882352944,0.4852941176470588,49.26470588235294,48.529411764705884
B Lee,Kings XI Punjab,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,18,20,0,0,26,1,0,0,0,0,145.0,1126,23,4,7.76551724137931,20,18,0.0,0.05263157894736842,0.0,3.8157894736842106,29.63157894736842,0.6052631578947368,0.10526315789473684,7.76551724137931,0.5263157894736842,0.47368421052631576,52.63157894736842,47.368421052631575
ML Hayden,Chennai Super Kings,11,7,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,11,7,0.39285714285714285,157.14285714285714,0.0,0.0,11,20,1,0,0,0,0,0,2,0,0.0,0,0,0,0.0,20,11,0.34375,0.21875,157.14285714285714,0.0,0.0,0.0,0.0,0.0,0.625,0.34375,62.5,34.375
S Sreesanth,Kings XI Punjab,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,24,20,0,0,18,0,0,0,0,0,145.0,1221,38,5,8.420689655172414,20,24,0.0,0.0,0.0,3.2954545454545454,27.75,0.8636363636363636,0.11363636363636363,8.420689655172414,0.45454545454545453,0.5454545454545454,45.45454545454545,54.54545454545454
MEK Hussey,Chennai Super Kings,1,2,0.0,0,0,Deccan Chargers,Unknown,W,0,0,1,2,0.02040816326530612,50.0,0.0,0.0,20,38,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,38,20,0.017241379310344827,0.034482758620689655,50.0,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.3448275862068966,65.51724137931035,34.48275862068966
JR Hopes,Kings XI Punjab,0,1,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,1,0.0,0.0,0.0,0.0,12,8,0,0,27,0,0,0,0,0,60.0,562,13,0,9.366666666666667,8,12,0.0,0.05263157894736842,0.0,3.0,28.1,0.65,0.0,9.366666666666667,0.4,0.6,40.0,60.0
IK Pathan,Kings XI Punjab,1,3,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,1,3,0.02040816326530612,33.33333333333333,0.0,0.0,55,44,3,0,26,2,0,0,0,0,334.0,2711,77,8,8.116766467065869,44,55,0.012195121951219513,0.036585365853658534,33.33333333333333,3.3069306930693068,26.84158415841584,0.7623762376237624,0.07920792079207921,8.116766467065869,0.43137254901960786,0.5392156862745098,43.13725490196079,53.92156862745098
MS Dhoni,Chennai Super Kings,30,22,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,30,22,0.22900763358778625,136.36363636363635,0.0,0.0,105,123,0,0,0,0,0,0,0,3,0.0,0,0,0,0.0,123,105,0.13157894736842105,0.09649122807017543,136.36363636363635,0.0,0.0,0.0,0.0,0.0,0.5394736842105263,0.4605263157894737,53.94736842105263,46.05263157894737
SK Raina,Chennai Super Kings,23,21,0.0,0,0,Deccan Chargers,Unknown,W,0,0,23,21,0.1419753086419753,109.52380952380953,0.0,0.0,79,119,2,0,6,0,0,0,2,1,148.0,1139,22,0,7.695945945945946,119,79,0.115,0.105,109.52380952380953,2.1449275362318843,16.507246376811594,0.3188405797101449,0.0,7.695945945945946,0.595,0.395,59.5,39.5
K Goel,Kings XI Punjab,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,9,7,0,0,7,0,0,0,0,0,11.0,94,0,0,8.545454545454545,7,9,0.0,0.0,0.0,1.8333333333333333,15.666666666666666,0.0,0.0,8.545454545454545,0.4375,0.5625,43.75,56.25
PP Chawla,Kings XI Punjab,1,2,0.0,0,0,Deccan Chargers,Unknown,W,0,0,1,2,0.018867924528301886,50.0,0.0,0.0,92,97,3,0,29,3,0,0,0,0,637.0,5179,185,1,8.130298273155416,97,92,0.011627906976744186,0.023255813953488372,50.0,3.3350785340314135,27.115183246073297,0.9685863874345549,0.005235602094240838,8.130298273155416,0.5052083333333334,0.4791666666666667,50.520833333333336,47.91666666666667
WA Mota,Kings XI Punjab,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,5,0,0,8,1,0,0,0,0,12.0,98,4,0,8.166666666666666,5,5,0.0,0.0,0.0,1.7142857142857142,14.0,0.5714285714285714,0.0,8.166666666666666,0.5,0.5,50.0,50.0
JDP Oram,Chennai Super Kings,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,6,9,0,0,28,0,0,0,0,0,39.0,362,8,0,9.282051282051283,9,6,0.0,0.09090909090909091,0.0,2.7857142857142856,25.857142857142858,0.5714285714285714,0.0,9.282051282051283,0.6,0.4,60.0,40.0
S Badrinath,Chennai Super Kings,3,4,0.0,0,0,Deccan Chargers,Unknown,W,0,0,3,4,0.06521739130434782,75.0,0.0,0.0,30,34,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,34,30,0.046153846153846156,0.06153846153846154,75.0,0.0,0.0,0.0,0.0,0.0,0.5230769230769231,0.46153846153846156,52.307692307692314,46.15384615384615
MS Gony,Chennai Super Kings,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,21,22,1,0,32,0,0,0,0,0,148.0,1317,35,3,8.89864864864865,22,21,0.0,0.06666666666666667,0.0,3.3636363636363638,29.931818181818183,0.7954545454545454,0.06818181818181818,8.89864864864865,0.5,0.4772727272727273,50.0,47.72727272727273
KC Sangakkara,Kings XI Punjab,7,7,0.0,0,0,Deccan Chargers,Unknown,L,0,0,7,7,0.1076923076923077,100.0,0.0,0.0,37,29,2,0,0,0,0,0,0,1,0.0,0,0,0,0.0,29,37,0.10294117647058823,0.10294117647058823,100.0,0.0,0.0,0.0,0.0,0.0,0.4264705882352941,0.5441176470588235,42.64705882352941,54.41176470588235
M Muralitharan,Chennai Super Kings,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,30,34,2,0,19,0,0,0,0,0,253.0,1765,63,1,6.976284584980237,34,30,0.0,0.1111111111111111,0.0,3.8333333333333335,26.742424242424242,0.9545454545454546,0.015151515151515152,6.976284584980237,0.5151515151515151,0.45454545454545453,51.515151515151516,45.45454545454545
P Amarnath,N/A,0,0,0.0,0,0,N/A,N/A,W,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0,35,1,0,0,0,0,22.0,241,7,0,10.954545454545455,6,0,0.0,0.0,0.0,3.6666666666666665,40.166666666666664,1.1666666666666667,0.0,10.954545454545455,1.0,0.0,100.0,0.0
Joginder Sharma,Chennai Super Kings,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,10,6,0,0,34,0,0,0,0,0,42.0,421,12,0,10.023809523809524,6,10,0.0,0.0,0.0,2.8,28.066666666666666,0.8,0.0,10.023809523809524,0.375,0.625,37.5,62.5
Yuvraj Singh,Kings XI Punjab,12,7,0.0,0,0,Deccan Chargers,Unknown,L,0,0,12,7,0.11214953271028037,171.42857142857142,0.0,0.0,70,57,2,0,13,0,0,0,2,0,144.0,1091,34,0,7.576388888888889,57,70,0.09523809523809523,0.05555555555555555,171.42857142857142,1.9726027397260273,14.945205479452055,0.4657534246575342,0.0,7.576388888888889,0.4418604651162791,0.5426356589147286,44.18604651162791,54.263565891472865
SM Katich,Kings XI Punjab,1,1,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,1,1,0.1111111111111111,100.0,0.0,0.0,6,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,5,6,0.09090909090909091,0.09090909090909091,100.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5454545454545454,45.45454545454545,54.54545454545454
T Kohli,Rajasthan Royals,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,66.66666666666666,33.33333333333333
GD McGrath,Delhi Daredevils,0,0,0.0,0,0,Mumbai Indians,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,6,8,0,0,38,0,0,0,0,0,54.0,366,12,2,6.777777777777778,8,6,0.0,0.0,0.0,3.857142857142857,26.142857142857142,0.8571428571428571,0.14285714285714285,6.777777777777778,0.5714285714285714,0.42857142857142855,57.14285714285714,42.857142857142854
YK Pathan,Rajasthan Royals,12,12,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,12,12,0.11428571428571428,100.0,0.0,0.0,75,85,1,0,8,0,0,0,0,0,190.0,1443,40,1,7.594736842105263,85,75,0.0784313725490196,0.0784313725490196,100.0,2.317073170731707,17.597560975609756,0.4878048780487805,0.012195121951219513,7.594736842105263,0.5279503105590062,0.4658385093167702,52.79503105590062,46.58385093167702
B Geeves,N/A,0,0,0.0,0,0,N/A,N/A,W,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,50,1,0,0,0,0,8.0,91,1,0,11.375,2,0,0.0,0.0,0.0,4.0,45.5,0.5,0.0,11.375,1.0,0.0,100.0,0.0
SR Watson,Rajasthan Royals,16,12,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,16,12,0.12903225806451613,133.33333333333331,0.0,0.0,67,75,3,0,16,0,0,0,3,0,335.0,2742,90,2,8.185074626865672,75,67,0.11347517730496454,0.0851063829787234,133.33333333333331,3.1904761904761907,26.114285714285714,0.8571428571428571,0.01904761904761905,8.185074626865672,0.5172413793103449,0.46206896551724136,51.724137931034484,46.206896551724135
M Kaif,Rajasthan Royals,0,1,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,7,14,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,14,7,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.3181818181818182,63.63636363636363,31.818181818181817
MF Maharoof,Delhi Daredevils,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,9,11,0,0,17,0,0,0,0,0,70.0,532,27,0,7.6,11,9,0.0,0.0,0.0,3.5,26.6,1.35,0.0,7.6,0.55,0.45,55.00000000000001,45.0
R Bhatia,Delhi Daredevils,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,45,48,1,0,21,0,0,0,0,0,271.0,2059,69,1,7.597785977859779,48,45,0.0,0.0,0.0,2.978021978021978,22.626373626373628,0.7582417582417582,0.01098901098901099,7.597785977859779,0.5106382978723404,0.4787234042553192,51.06382978723404,47.87234042553192
DS Lehmann,Rajasthan Royals,0,0,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,50.0,50.0
RA Jadeja,Rajasthan Royals,17,13,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,17,13,0.16037735849056603,130.76923076923077,0.0,0.0,100,129,3,0,40,0,0,0,0,1,633.0,4917,153,1,7.767772511848341,129,100,0.09444444444444444,0.07222222222222222,130.76923076923077,3.0,23.303317535545023,0.7251184834123223,0.004739336492890996,7.767772511848341,0.5560344827586207,0.43103448275862066,55.603448275862064,43.103448275862064
M Rawat,Rajasthan Royals,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,7,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.6363636363636364,36.36363636363637,63.63636363636363
DL Vettori,Delhi Daredevils,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,16,18,0,0,29,1,0,0,0,0,128.0,894,28,0,6.984375,18,16,0.0,0.0625,0.0,3.764705882352941,26.294117647058822,0.8235294117647058,0.0,6.984375,0.5294117647058824,0.47058823529411764,52.94117647058824,47.05882352941176
D Salunkhe,Rajasthan Royals,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0,15,0,0,0,0,0,7.0,80,1,0,11.428571428571429,3,2,0.0,0.0,0.0,1.4,16.0,0.2,0.0,11.428571428571429,0.6,0.4,60.0,40.0
SK Warne,Rajasthan Royals,1,1,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,1,1,0.058823529411764705,100.0,0.0,0.0,24,30,1,0,30,1,0,0,0,0,199.0,1465,52,2,7.36180904522613,30,24,0.037037037037037035,0.037037037037037035,100.0,3.685185185185185,27.12962962962963,0.9629629629629629,0.037037037037037035,7.36180904522613,0.5454545454545454,0.43636363636363634,54.54545454545454,43.63636363636363
SK Trivedi,Rajasthan Royals,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,31,45,0,0,25,1,0,0,0,0,248.0,1944,63,2,7.838709677419355,45,31,0.0,0.07142857142857142,0.0,3.3066666666666666,25.92,0.84,0.02666666666666667,7.838709677419355,0.5921052631578947,0.40789473684210525,59.210526315789465,40.78947368421053
G Gambhir,Delhi Daredevils,20,10,0.0,0,0,Deccan Chargers,Unknown,W,0,0,20,10,0.15625,200.0,0.0,0.0,68,82,1,0,0,0,0,0,2,1,0.0,0,0,0,0.0,82,68,0.13245033112582782,0.06622516556291391,200.0,0.0,0.0,0.0,0.0,0.0,0.543046357615894,0.4503311258278146,54.3046357615894,45.033112582781456
MM Patel,Rajasthan Royals,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,26,36,1,0,22,0,0,0,0,0,224.0,1733,71,3,7.736607142857143,36,26,0.0,0.0,0.0,3.5555555555555554,27.50793650793651,1.126984126984127,0.047619047619047616,7.736607142857143,0.5714285714285714,0.4126984126984127,57.14285714285714,41.269841269841265
V Sehwag,Delhi Daredevils,15,15,0.0,0,0,Deccan Chargers,Unknown,L,0,0,15,15,0.15789473684210525,100.0,0.0,0.0,51,51,2,0,9,0,0,0,1,1,22.0,236,6,0,10.727272727272727,51,51,0.14423076923076922,0.14423076923076922,100.0,1.4666666666666666,15.733333333333333,0.4,0.0,10.727272727272727,0.49038461538461536,0.49038461538461536,49.03846153846153,49.03846153846153
S Dhawan,Delhi Daredevils,33,22,0.0,0,0,Royal Challengers Bengaluru,Unknown,W,0,0,33,22,0.17647058823529413,150.0,0.0,0.0,104,114,3,0,9,1,0,0,5,1,8.0,72,4,0,9.0,114,104,0.1493212669683258,0.09954751131221719,150.0,1.3333333333333333,12.0,0.6666666666666666,0.0,9.0,0.5158371040723982,0.47058823529411764,51.58371040723983,47.05882352941176
L Ronchi,Mumbai Indians,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
ST Jayasuriya,Mumbai Indians,8,3,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,8,3,0.2857142857142857,266.66666666666663,0.0,0.0,15,15,0,0,16,0,0,0,0,1,49.0,396,13,1,8.081632653061224,15,15,0.26666666666666666,0.1,266.66666666666663,2.3333333333333335,18.857142857142858,0.6190476190476191,0.047619047619047616,8.081632653061224,0.5,0.5,50.0,50.0
DJ Thornely,Mumbai Indians,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0,8,0,0,0,0,0,7.0,40,2,0,5.714285714285714,4,1,0.0,0.0,0.0,1.75,10.0,0.5,0.0,5.714285714285714,0.8,0.2,80.0,20.0
RV Uthappa,Mumbai Indians,12,17,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,12,17,0.06857142857142857,70.58823529411765,0.0,0.0,107,88,2,0,0,0,0,0,1,0,0.0,0,0,0,0.0,88,107,0.06091370558375635,0.08629441624365482,70.58823529411765,0.0,0.0,0.0,0.0,0.0,0.4467005076142132,0.5431472081218274,44.67005076142132,54.314720812182735
PR Shah,Mumbai Indians,1,1,0.0,0,0,Deccan Chargers,Unknown,L,0,0,1,1,0.125,100.0,0.0,0.0,8,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,8,0.1111111111111111,0.1111111111111111,100.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,11.11111111111111,88.88888888888889
R Vinay Kumar,Royal Challengers Bangalore,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,49,52,3,0,35,0,0,0,0,0,351.0,3041,101,2,8.663817663817664,52,49,0.0,0.0,0.0,3.375,29.240384615384617,0.9711538461538461,0.019230769230769232,8.663817663817664,0.5,0.47115384615384615,50.0,47.11538461538461
AM Nayar,Mumbai Indians,8,4,0.0,0,0,Deccan Chargers,Unknown,L,0,0,8,4,0.2222222222222222,200.0,0.0,0.0,36,15,0,0,23,0,0,0,1,0,38.0,323,9,0,8.5,15,36,0.16,0.08,200.0,2.0,17.0,0.47368421052631576,0.0,8.5,0.29411764705882354,0.7058823529411765,29.411764705882355,70.58823529411765
SM Pollock,Mumbai Indians,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,7,6,0,0,26,0,0,0,0,0,46.0,307,11,1,6.673913043478261,6,7,0.0,0.0,0.0,3.5384615384615383,23.615384615384617,0.8461538461538461,0.07692307692307693,6.673913043478261,0.46153846153846156,0.5384615384615384,46.15384615384615,53.84615384615385
Harbhajan Singh,Mumbai Indians,9,5,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,9,5,0.17647058823529413,180.0,0.0,0.0,68,94,1,0,38,0,0,0,2,0,568.0,4101,138,4,7.220070422535211,94,68,0.10227272727272728,0.056818181818181816,180.0,3.55,25.63125,0.8625,0.025,7.220070422535211,0.5766871165644172,0.4171779141104294,57.668711656441715,41.717791411042946
S Chanderpaul,Royal Challengers Bangalore,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,33.33333333333333,66.66666666666666
