Player,T.Over,T.Run.Given,T.Wic,T.Mdn,T.ECN,Avg.Over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN,T.Win,T.Loss,Unique.Opponents,Venues
D Kalyankrishna,8.0,88,2,0,10.999999999999993,2.6666666666666683,29.333333333333332,0.6666666666666666,0.0,3.6666666666666643,1,2,3,1
VRV Singh,60.7,549,16,0,9.049450549450597,3.3703703703703525,30.5,0.8888888888888888,0.0,0.5027472527472554,12,6,7,1
Sohail Tanvir,41.3,275,24,0,6.65322580645162,3.7575757575757534,25.0,2.1818181818181817,0.0,0.60483870967742,10,1,6,1
A Kumble,161.7,1089,49,0,6.736082474226824,3.849206349206338,25.928571428571427,1.1666666666666667,0.0,0.1603829160530196,20,22,7,1
DNT Zoysa,11.3,100,2,0,8.823529411764712,3.7777777777777755,33.333333333333336,0.6666666666666666,0.0,2.9411764705882373,1,2,2,1
SD Chitnis,6.0,62,2,0,10.33333333333333,3.000000000000001,31.0,1.0,0.0,5.166666666666665,0,2,2,1
Yuvraj Singh,145.0,1091,39,0,7.524137931034458,1.9863013698630203,14.945205479452055,0.5342465753424658,0.0,0.10307038261691039,31,42,12,1
Shoaib Malik,8.7,87,2,0,10.038461538461535,1.7333333333333338,17.4,0.4,0.0,2.0076923076923068,2,3,4,1
DW Steyn,364.8,2583,105,0,7.079945180447567,3.840350877193051,27.189473684210526,1.105263157894737,0.0,0.07452573874155333,39,56,11,1
JA Morkel,289.3,2409,96,0,8.326036866359507,3.3256704980842673,27.689655172413794,1.103448275862069,0.0,0.09570157317654605,46,41,12,1
CRD Fernando,39.7,306,19,0,7.714285714285719,3.966666666666664,30.6,1.9,0.0,0.7714285714285719,6,4,7,1
V Kohli,42.8,371,5,0,8.661478599221804,1.6474358974358947,14.26923076923077,0.19230769230769232,0.0,0.3331337922777617,12,14,9,1
V Sehwag,22.8,236,6,0,10.335766423357654,1.5222222222222237,15.733333333333333,0.4,0.0,0.6890510948905103,6,9,8,1
Gagandeep Singh,14.0,142,3,0,10.142857142857155,3.499999999999996,35.5,0.75,0.0,2.5357142857142887,4,0,3,1
Y Venugopal Rao,36.0,338,7,0,9.388888888888882,1.8000000000000014,16.9,0.35,0.0,0.4694444444444441,7,13,9,1
Umar Gul,23.5,198,14,0,8.425531914893607,3.9166666666666714,33.0,2.3333333333333335,0.0,1.4042553191489346,3,3,4,1
PJ Sangwan,143.7,1267,44,0,8.819025522041729,3.420634920634934,30.166666666666668,1.0476190476190477,0.0,0.20997679814385067,19,23,11,1
M Ntini,35.3,257,8,0,7.273584905660369,3.92592592592593,28.555555555555557,0.8888888888888888,0.0,0.80817610062893,2,7,6,1
DP Vijaykumar,25.7,205,4,0,7.987012987012974,2.8518518518518565,22.77777777777778,0.4444444444444444,0.0,0.8874458874458859,1,8,7,1
DB Ravi Teja,3.0,28,1,0,9.333333333333336,1.4999999999999996,14.0,0.5,0.0,4.666666666666668,0,2,2,1
LPC Silva,1.0,21,0,0,21.000000000000004,0.9999999999999999,21.0,0.0,0.0,21.000000000000004,0,1,1,1
DJ Thornely,7.0,40,3,0,5.714285714285712,1.7500000000000009,10.0,0.75,0.0,1.428571428571428,4,0,4,1
RR Raje,23.3,214,7,0,9.17142857142856,2.333333333333336,21.4,0.7,0.0,0.917142857142856,7,3,6,1
SK Raina,151.3,1139,30,0,7.5264317180616676,2.193236714975847,16.507246376811594,0.43478260869565216,0.0,0.10907872055161837,43,26,11,1
S Vidyut,2.0,22,1,0,11.0,2.0,22.0,1.0,0.0,11.0,0,1,1,1
L Balaji,252.7,2083,85,0,8.244063324538443,3.461187214611795,28.534246575342465,1.1643835616438356,0.0,0.1129323743087458,40,33,11,1
CK Kapugedera,2.8,49,0,0,17.29411764705883,0.9444444444444442,16.333333333333332,0.0,0.0,5.764705882352943,2,1,3,1
DR Smith,90.5,825,27,0,9.116022099447475,1.9673913043478344,17.934782608695652,0.5869565217391305,0.0,0.19817439346624946,20,26,9,1
AD Mascarenhas,51.3,365,19,0,7.110389610389636,3.9487179487179342,28.076923076923077,1.4615384615384615,0.0,0.5469530469530489,5,8,8,1
A Mishra,565.3,4193,183,0,7.416863207547024,3.489711934156447,25.882716049382715,1.1296296296296295,0.0,0.04578310621942608,78,84,16,1
Shoaib Akhtar,7.0,54,5,0,7.71428571428571,2.3333333333333344,18.0,1.6666666666666667,0.0,2.57142857142857,2,1,3,1
Iqbal Abdulla,153.3,1125,45,0,7.33695652173913,3.1944444444444446,23.4375,0.9375,0.0,0.15285326086956522,27,21,13,1
RR Powar,71.2,538,15,0,7.559718969555052,2.737179487179481,20.692307692307693,0.5769230769230769,0.0,0.29075842190596357,15,11,7,1
PM Sarvesh Kumar,5.0,42,1,0,8.4,2.5,21.0,0.5,0.0,4.2,0,2,2,1
Abdur Razzak,2.2,29,0,0,13.384615384615385,2.1666666666666665,29.0,0.0,0.0,13.384615384615385,0,1,1,1
RA Jadeja,639.0,4917,169,0,7.694835680751242,3.028436018957319,23.303317535545023,0.8009478672985783,0.0,0.036468415548584085,122,89,17,1
TM Dilshan,45.2,368,5,0,8.147601476014778,1.8066666666666626,14.72,0.2,0.0,0.3259040590405911,14,11,11,1
RG Sharma,56.5,462,16,0,8.176991150442516,1.7656249999999918,14.4375,0.5,0.0,0.25553097345132864,15,17,8,1
A Nel,3.0,31,1,0,10.333333333333336,2.999999999999999,31.0,1.0,0.0,10.333333333333336,0,1,1,1
BAW Mendis,40.8,306,9,0,7.493877551020415,4.0833333333333295,30.6,0.9,0.0,0.7493877551020416,3,7,6,1
T Thushara,22.8,164,10,0,7.18248175182481,3.8055555555555594,27.333333333333332,1.6666666666666667,0.0,1.1970802919708017,3,3,5,1
A Flintoff,11.0,106,2,0,9.63636363636364,3.6666666666666647,35.333333333333336,0.6666666666666666,0.0,3.2121212121212133,1,2,3,1
SL Malinga,474.3,3486,188,0,7.349262122276586,3.8879781420766584,28.57377049180328,1.540983606557377,0.0,0.06023985346128349,74,48,13,1
Kamran Khan,27.8,248,14,0,8.910179640718544,3.092592592592599,27.555555555555557,1.5555555555555556,0.0,0.9900199600798383,2,7,6,1
T Henderson,6.0,41,1,0,6.833333333333331,3.000000000000001,20.5,0.5,0.0,3.4166666666666656,0,2,2,1
JD Ryder,39.3,314,11,0,7.983050847457631,2.458333333333332,19.625,0.6875,0.0,0.4989406779661019,7,9,9,1
DP Nannes,108.3,815,38,0,7.523076923076861,3.7356321839080766,28.103448275862068,1.3103448275862069,0.0,0.25941644562334004,18,11,9,1
AM Salvi,25.0,205,7,0,8.199999999999987,3.571428571428577,29.285714285714285,1.0,0.0,1.1714285714285695,4,3,6,1
YA Abdulla,35.0,311,15,0,8.885714285714275,3.1818181818181857,28.272727272727273,1.3636363636363635,0.0,0.8077922077922068,6,5,6,1
VS Malik,34.5,268,6,0,7.768115942028975,2.6538461538461577,20.615384615384617,0.46153846153846156,0.0,0.597547380156075,7,6,8,1
FH Edwards,23.5,160,6,0,6.808510638297864,3.9166666666666714,26.666666666666668,1.0,0.0,1.1347517730496441,4,2,6,1
Harmeet Singh,92.2,747,31,0,8.104882459312801,3.291666666666682,26.678571428571427,1.1071428571428572,0.0,0.2894600878326,15,13,8,1
CH Gayle,92.8,755,19,0,8.132854578096909,2.4429824561403626,19.86842105263158,0.5,0.0,0.2140224888972871,18,20,12,1
MC Henriques,158.5,1302,46,0,8.214511041009478,2.6416666666666617,21.7,0.7666666666666667,0.0,0.13690851735015797,35,25,13,1
KP Pietersen,29.0,218,9,0,7.517241379310327,2.230769230769236,16.76923076923077,0.6923076923076923,0.0,0.5782493368700252,5,8,7,1
LRPL Taylor,2.0,24,0,0,12.0,1.0,12.0,0.0,0.0,6.0,0,2,2,1
RS Bopara,34.3,301,13,0,8.766990291262122,2.452380952380956,21.5,0.9285714285714286,0.0,0.6262135922330087,7,7,6,1
MK Tiwary,7.0,83,1,0,11.85714285714285,1.1666666666666672,13.833333333333334,0.16666666666666666,0.0,1.9761904761904752,3,3,6,1
Anureet Singh,69.8,636,21,0,9.10739856801912,3.174242424242415,28.90909090909091,0.9545454545454546,0.0,0.41397266218268725,4,18,8,1
RR Bose,2.0,24,0,0,12.0,2.0,24.0,0.0,0.0,12.0,1,0,1,1
KP Appanna,36.0,291,11,0,8.083333333333327,2.7692307692307714,22.384615384615383,0.8461538461538461,0.0,0.6217948717948713,6,7,7,1
Shoaib Ahmed,17.0,154,5,0,9.058823529411773,2.428571428571426,22.0,0.7142857142857143,0.0,1.2941176470588247,2,5,5,1
BJ Hodge,39.0,310,18,0,7.948717948717952,1.9499999999999993,15.5,0.9,0.0,0.3974358974358976,7,13,9,1
SR Tendulkar,6.0,59,0,0,9.83333333333333,1.5000000000000004,14.75,0.0,0.0,2.4583333333333326,1,3,4,1
RE van der Merwe,73.8,515,25,0,6.975169300225742,3.5158730158730114,24.523809523809526,1.1904761904761905,0.0,0.3321509190583687,11,10,8,1
JP Duminy,113.0,847,23,0,7.49557522123887,2.306122448979613,17.285714285714285,0.46938775510204084,0.0,0.15297092288242592,17,32,11,1
S Tyagi,35.3,304,6,0,8.603773584905651,2.5238095238095264,21.714285714285715,0.42857142857142855,0.0,0.6145552560646894,9,5,7,1
GR Napier,4.0,28,1,0,7.0000000000000036,3.9999999999999982,28.0,1.0,0.0,7.0000000000000036,1,0,1,1
SM Harwood,10.0,74,3,0,7.400000000000001,3.3333333333333326,24.666666666666668,1.0,0.0,2.4666666666666672,2,1,3,1
AS Raut,5.0,45,0,0,9.0,1.0,9.0,0.0,0.0,1.8,2,3,4,1
SB Jakati,181.2,1474,50,0,8.136154553817917,3.1783625730993874,25.859649122807017,0.8771929824561403,0.0,0.14273955357575294,39,18,12,1
D du Preez,7.2,56,4,0,7.813953488372089,3.5833333333333353,28.0,2.0,0.0,3.9069767441860446,1,1,2,1
RJ Harris,138.8,1085,47,0,7.815126050420121,3.752252252252275,29.324324324324323,1.2702702702702702,0.0,0.2112196229843276,19,18,10,1
TL Suman,25.3,198,7,0,7.815789473684197,2.3030303030303068,18.0,0.6363636363636364,0.0,0.7105263157894725,3,8,6,1
A Singh,79.0,639,31,0,8.088607594936702,3.4347826086956545,27.782608695652176,1.3478260869565217,0.0,0.35167859108420446,12,11,9,1
M Morkel,273.7,2136,88,0,7.805115712545786,3.909523809523755,30.514285714285716,1.2571428571428571,0.0,0.11150165303636837,36,34,13,1
LA Carseldine,1.0,6,1,0,6.000000000000001,0.9999999999999999,6.0,1.0,0.0,6.000000000000001,1,0,1,1
A Mithun,49.5,477,8,0,9.636363636363669,3.09374999999999,29.8125,0.5,0.0,0.6022727272727293,9,7,8,1
C Nanda,8.0,58,2,0,7.249999999999996,2.6666666666666683,19.333333333333332,0.6666666666666666,0.0,2.416666666666665,1,2,3,1
SS Sarkar,4.2,34,1,0,8.160000000000004,2.0833333333333326,17.0,0.5,0.0,4.080000000000002,1,1,2,1
AD Mathews,132.0,1095,28,0,8.295454545454469,3.000000000000028,24.886363636363637,0.6363636363636364,0.0,0.18853305785123792,14,30,9,1
AM Rahane,1.0,5,1,0,5.000000000000001,0.9999999999999999,5.0,1.0,0.0,5.000000000000001,1,0,1,1
J Botha,115.7,818,27,0,7.072046109510019,3.401960784313758,24.058823529411764,0.7941176470588235,0.0,0.2080013561620594,17,17,11,1
Mashrafe Mortaza,4.3,59,1,0,13.615384615384619,4.333333333333332,59.0,1.0,0.0,13.615384615384619,0,1,1,1
AB McDonald,31.0,263,14,0,8.483870967741913,3.100000000000008,26.3,1.4,0.0,0.8483870967741913,5,5,7,1
Y Nagar,11.7,125,4,0,10.71428571428572,1.4583333333333324,15.625,0.5,0.0,1.339285714285715,2,6,5,1
CK Langeveldt,26.2,199,13,0,7.60509554140126,3.738095238095245,28.428571428571427,1.8571428571428572,0.0,1.08644222020018,5,2,6,1
R Ashwin,754.7,5435,198,0,7.201855123675217,3.6282051282049745,26.129807692307693,0.9519230769230769,0.0,0.03462430347920777,115,93,17,1
RA Shaikh,1.0,11,0,0,11.000000000000002,0.9999999999999999,11.0,0.0,0.0,11.000000000000002,0,1,1,1
Jaskaran Singh,17.7,174,6,0,9.849056603773592,2.523809523809522,24.857142857142858,0.8571428571428571,0.0,1.4070080862533703,2,5,5,1
SW Tait,80.3,668,26,0,8.315352697095426,3.82539682539683,31.80952380952381,1.2380952380952381,0.0,0.39596917605216314,10,11,9,1
A Uniyal,6.0,67,3,0,11.166666666666663,3.000000000000001,33.5,1.5,0.0,5.583333333333331,0,2,2,1
AA Jhunjhunwala,14.2,130,1,0,9.176470588235304,1.416666666666665,13.0,0.1,0.0,0.9176470588235304,2,8,5,1
R McLaren,59.5,558,14,0,9.37815126050425,3.3055555555555385,31.0,0.7777777777777778,0.0,0.5210084033613472,10,8,8,1
AG Murtaza,44.0,322,12,0,7.3181818181818326,3.6666666666666594,26.833333333333332,1.0,0.0,0.6098484848484861,7,5,6,1
R Sathish,23.2,233,6,0,10.057553956834521,1.6547619047619067,16.642857142857142,0.42857142857142855,0.0,0.7183967112024658,4,10,9,1
RS Gavaskar,1.0,8,0,0,8.000000000000002,0.9999999999999999,8.0,0.0,0.0,8.000000000000002,1,0,1,1
JM Kemp,7.3,58,3,0,7.909090909090905,1.4666666666666675,11.6,0.6,0.0,1.581818181818181,3,2,4,1
S Ladda,23.2,225,5,0,9.712230215827327,2.574074074074077,25.0,0.5555555555555556,0.0,1.0791366906474809,4,5,6,1
Bipul Sharma,71.0,581,22,0,8.183098591549316,2.53571428571428,20.75,0.7857142857142857,0.0,0.2922535211267613,15,13,12,1
SE Bond,31.0,225,9,0,7.258064516129013,3.87500000000001,28.125,1.125,0.0,0.9072580645161267,4,4,5,1
KA Pollard,249.3,2200,81,0,8.823529411764898,2.3302180685357747,20.560747663551403,0.7570093457943925,0.0,0.08246289169873737,63,44,15,1
S Narwal,17.7,203,6,0,11.490566037735858,2.9444444444444424,33.833333333333336,1.0,0.0,1.915094339622643,3,3,5,1
UT Yadav,513.3,4442,163,0,8.653246753246368,3.492063492063648,30.217687074829932,1.1088435374149659,0.0,0.058865624171744,74,73,18,1
SJ Srivastava,47.2,444,15,0,9.413427561837482,3.3690476190476097,31.714285714285715,1.0714285714285714,0.0,0.6723876829883916,6,8,9,1
AC Voges,9.0,76,1,0,8.444444444444443,1.285714285714286,10.857142857142858,0.14285714285714285,0.0,1.206349206349206,4,3,6,1
R Sharma,154.7,1100,42,0,7.112068965517245,3.515151515151514,25.0,0.9545454545454546,0.0,0.16163793103448285,13,31,10,1
J Theron,37.2,311,13,0,8.367713004484303,3.7166666666666677,31.1,1.3,0.0,0.8367713004484303,4,6,8,1
NLTC Perera,116.8,1031,37,0,8.824536376604765,3.2453703703704018,28.63888888888889,1.0277777777777777,0.0,0.2451260104612435,14,22,11,1
KAJ Roach,8.2,80,0,0,9.795918367346934,4.083333333333336,40.0,0.0,0.0,4.897959183673467,0,2,2,1
PD Collingwood,14.8,101,5,0,6.808988764044953,2.472222222222219,16.833333333333332,0.8333333333333334,0.0,1.1348314606741587,2,4,5,1
C Ganapathy,1.0,13,0,0,13.000000000000002,0.9999999999999999,13.0,0.0,0.0,13.000000000000002,1,0,1,1
MB Parmar,3.0,33,0,0,11.000000000000004,2.999999999999999,33.0,0.0,0.0,11.000000000000004,1,0,1,1
SB Wagh,17.0,147,5,0,8.64705882352942,2.124999999999998,18.375,0.625,0.0,1.0808823529411775,4,4,6,1
DE Bollinger,96.3,716,43,0,7.432525951557051,3.5679012345679215,26.51851851851852,1.5925925925925926,0.0,0.27527873894655747,20,7,9,1
JD Unadkat,355.3,3219,109,0,9.05909943714808,3.416666666666719,30.951923076923077,1.0480769230769231,0.0,0.08710672535719308,49,55,17,1
AP Dole,11.2,114,5,0,10.208955223880603,3.72222222222222,38.0,1.6666666666666667,0.0,3.4029850746268675,2,1,3,1
AN Ahmed,58.2,515,15,0,8.85386819484245,3.4215686274509634,30.294117647058822,0.8823529411764706,0.0,0.520815776167203,11,6,9,1
FY Fazal,2.0,20,1,0,10.0,1.0,10.0,0.5,0.0,5.0,1,1,2,1
MR Marsh,93.8,803,37,0,8.557726465364077,2.7598039215686416,23.61764705882353,1.088235294117647,0.0,0.2516978372165905,14,20,12,1
L Ablish,7.0,76,5,0,10.857142857142852,2.3333333333333344,25.333333333333332,1.6666666666666667,0.0,3.6190476190476173,2,1,3,1
S Sriram,3.0,49,0,0,16.33333333333334,1.4999999999999996,24.5,0.0,0.0,8.16666666666667,1,1,2,1
AJ Finch,7.2,67,1,0,9.34883720930232,1.433333333333334,13.4,0.2,0.0,1.8697674418604642,1,4,4,1
STR Binny,99.2,763,28,0,7.694117647058775,1.5740740740740842,12.11111111111111,0.4444444444444444,0.0,0.12212885154061548,36,27,13,1
ND Doshi,9.3,79,2,0,8.464285714285714,2.3333333333333335,19.75,0.5,0.0,2.1160714285714284,1,3,4,1
TG Southee,201.7,1774,57,0,8.796694214876153,3.734567901234517,32.851851851851855,1.0555555555555556,0.0,0.16290174471992877,30,24,17,1
S Randiv,29.0,223,8,0,7.689655172413775,3.6250000000000084,27.875,1.0,0.0,0.9612068965517219,6,2,7,1
AL Menaria,18.3,144,3,0,7.854545454545458,1.527777777777777,12.0,0.25,0.0,0.6545454545454549,4,8,8,1
DT Christian,147.7,1218,40,0,8.248306997742645,3.0136054421768774,24.857142857142858,0.8163265306122449,0.0,0.16833279587229888,23,26,13,1
AUK Pathan,6.5,63,0,0,9.692307692307688,2.1666666666666674,21.0,0.0,0.0,3.2307692307692295,1,2,3,1
RV Gomez,16.0,130,6,0,8.125000000000012,1.7777777777777752,14.444444444444445,0.6666666666666666,0.0,0.9027777777777791,5,4,8,1
JEC Franklin,25.5,225,9,0,8.82352941176469,1.7000000000000028,15.0,0.6,0.0,0.5882352941176461,12,3,8,1
AC Thomas,52.8,416,16,0,7.873817034700346,3.5222222222222084,27.733333333333334,1.0666666666666667,0.0,0.5249211356466897,3,12,9,1
WD Parnell,121.5,968,40,0,7.967078189300328,3.6818181818182203,29.333333333333332,1.2121212121212122,0.0,0.24142661179697963,12,21,14,1
M Manhas,7.0,42,0,0,5.999999999999997,2.3333333333333344,14.0,0.0,0.0,1.9999999999999991,1,2,3,1
NJ Rimmington,3.0,20,0,0,6.666666666666669,2.999999999999999,20.0,0.0,0.0,6.666666666666669,0,1,1,1
RN ten Doeschate,13.0,94,3,0,7.230769230769238,1.2999999999999987,9.4,0.3,0.0,0.7230769230769238,8,2,6,1
S Nadeem,236.5,1800,54,0,7.610993657505437,3.378571428571361,25.714285714285715,0.7714285714285715,0.0,0.10872848082150625,33,37,12,1
BA Bhatt,49.5,408,13,0,8.242424242424269,3.299999999999989,27.2,0.8666666666666667,0.0,0.5494949494949513,8,7,8,1
JJ van der Wath,12.3,134,3,0,10.864864864864874,4.111111111111108,44.666666666666664,1.0,0.0,3.6216216216216246,0,3,3,1
S Aravind,126.8,1057,48,0,8.333771353482167,3.337719298245651,27.81578947368421,1.263157894736842,0.0,0.219309772460057,18,20,12,1
R Ninan,6.0,65,3,0,10.83333333333333,3.000000000000001,32.5,1.5,0.0,5.416666666666665,0,2,2,1
Shakib Al Hasan,247.3,1864,71,0,7.536388140161888,3.5333333333332573,26.62857142857143,1.0142857142857142,0.0,0.1076626877165984,39,31,13,1
PC Valthaty,25.2,207,7,0,8.225165562913894,2.5166666666666706,20.7,0.7,0.0,0.8225165562913894,4,6,7,1
S Dhawan,8.0,72,4,0,8.999999999999995,1.3333333333333341,12.0,0.6666666666666666,0.0,1.4999999999999991,2,4,5,1
